3.43e-008;0.00087352097 
3.44e-008;-0.0011027753 
3.45e-008;-0.0011027753 
3.46e-008;-0.0011027753 
3.47e-008;-0.0011027753 
3.48e-008;-0.0011027753 
3.49e-008;-0.0011027753 
3.5e-008;-0.0011027753 
3.51e-008;-0.0011027753 
3.52e-008;-0.0011027753 
3.53e-008;-0.0011027753 
3.54e-008;-0.0011027753 
3.55e-008;-0.0011027753 
3.56e-008;-0.0011027753 
3.57e-008;0.00087352097 
3.58e-008;0.00087352097 
3.59e-008;0.00087352097 
3.6e-008;0.00087352097 
3.61e-008;0.00087352097 
3.62e-008;-0.0011027753 
3.63e-008;-0.0011027753 
3.64e-008;-0.0011027753 
3.65e-008;-0.0011027753 
3.66e-008;-0.0011027753 
3.67e-008;-0.0011027753 
3.68e-008;-0.0011027753 
3.69e-008;-0.0011027753 
3.7e-008;-0.0011027753 
3.71e-008;-0.0011027753 
3.72e-008;0.00087352097 
3.73e-008;0.00087352097 
3.74e-008;-0.0011027753 
3.75e-008;-0.0011027753 
3.76e-008;-0.0011027753 
3.77e-008;-0.0030790567 
3.78e-008;-0.0030790567 
3.79e-008;-0.0030790567 
3.8e-008;-0.0011027753 
3.81e-008;-0.0011027753 
3.82e-008;-0.0011027753 
3.83e-008;-0.0011027753 
3.84e-008;-0.0011027753 
3.85e-008;-0.0011027753 
3.86e-008;-0.0011027753 
3.87e-008;0.00087352097 
3.88e-008;0.00087352097 
3.89e-008;-0.0011027753 
3.9e-008;-0.0011027753 
3.91e-008;-0.0011027753 
3.92e-008;-0.0011027753 
3.93e-008;-0.0011027753 
3.94e-008;-0.0011027753 
3.95e-008;-0.0011027753 
3.96e-008;-0.0011027753 
3.97e-008;-0.0011027753 
3.98e-008;-0.0011027753 
3.99e-008;-0.0011027753 
4e-008;-0.0011027753 
4.01e-008;-0.0011027753 
4.02e-008;-0.0011027753 
4.03e-008;-0.0011027753 
4.04e-008;-0.0011027753 
4.05e-008;-0.0011027753 
4.06e-008;-0.0011027753 
4.07e-008;-0.0011027753 
4.08e-008;-0.0011027753 
4.09e-008;-0.0011027753 
4.1e-008;-0.0011027753 
4.11e-008;-0.0011027753 
4.12e-008;-0.0011027753 
4.13e-008;-0.0011027753 
4.14e-008;-0.0011027753 
4.15e-008;-0.0011027753 
4.16e-008;-0.0011027753 
4.17e-008;-0.0011027753 
4.18e-008;-0.0011027753 
4.19e-008;-0.0011027753 
4.2e-008;-0.0011027753 
4.21e-008;-0.0011027753 
4.22e-008;0.00087352097 
4.23e-008;0.00087352097 
4.24e-008;0.00087352097 
4.25e-008;0.00087352097 
4.26e-008;0.00087352097 
4.27e-008;0.00087352097 
4.28e-008;-0.0011027753 
4.29e-008;-0.0011027753 
4.3e-008;-0.0011027753 
4.31e-008;-0.0011027753 
4.32e-008;-0.0011027753 
4.33e-008;-0.0011027753 
4.34e-008;-0.0011027753 
4.35e-008;-0.0011027753 
4.36e-008;-0.0011027753 
4.37e-008;-0.0011027753 
4.38e-008;-0.0011027753 
4.39e-008;-0.0011027753 
4.4e-008;-0.0011027753 
4.41e-008;0.00087352097 
4.42e-008;0.00087352097 
4.43e-008;0.00087352097 
4.44e-008;0.00087352097 
4.45e-008;0.00087352097 
4.46e-008;0.00087352097 
4.47e-008;0.00087352097 
4.48e-008;0.00087352097 
4.49e-008;0.00087352097 
4.5e-008;0.00087352097 
4.51e-008;0.00087352097 
4.52e-008;-0.0011027753 
4.53e-008;-0.0011027753 
4.54e-008;-0.0011027753 
4.55e-008;-0.0011027753 
4.56e-008;-0.0011027753 
4.57e-008;-0.0011027753 
4.58e-008;-0.0011027753 
4.59e-008;-0.0011027753 
4.6e-008;-0.0011027753 
4.61e-008;0.00087352097 
4.62e-008;-0.0011027753 
4.63e-008;-0.0011027753 
4.64e-008;0.00087352097 
4.65e-008;0.00087352097 
4.66e-008;0.00087352097 
4.67e-008;0.00087352097 
4.68e-008;0.00087352097 
4.69e-008;0.00087352097 
4.7e-008;0.00087352097 
4.71e-008;0.00087352097 
4.72e-008;0.00087352097 
4.73e-008;0.00087352097 
4.74e-008;0.00087352097 
4.75e-008;0.00087352097 
4.76e-008;-0.0011027753 
4.77e-008;-0.0011027753 
4.78e-008;-0.0011027753 
4.79e-008;-0.0011027753 
4.8e-008;-0.0011027753 
4.81e-008;-0.0011027753 
4.82e-008;-0.0011027753 
4.83e-008;-0.0011027753 
4.84e-008;-0.0011027753 
4.85e-008;-0.0011027753 
4.86e-008;-0.0011027753 
4.87e-008;-0.0011027753 
4.88e-008;-0.0011027753 
4.89e-008;-0.0030790567 
4.9e-008;-0.0030790567 
4.91e-008;-0.0030790567 
4.92e-008;-0.0011027753 
4.93e-008;-0.0011027753 
4.94e-008;-0.0011027753 
4.95e-008;-0.0011027753 
4.96e-008;-0.0011027753 
4.97e-008;-0.0011027753 
4.98e-008;-0.0011027753 
4.99e-008;-0.0011027753 
5e-008;-0.0011027753 
5.01e-008;-0.0011027753 
5.02e-008;-0.0011027753 
5.03e-008;0.00087352097 
5.04e-008;0.00087352097 
5.05e-008;0.00087352097 
5.06e-008;0.00087352097 
5.07e-008;0.00087352097 
5.08e-008;-0.0011027753 
5.09e-008;-0.0011027753 
5.1e-008;-0.0011027753 
5.11e-008;-0.0011027753 
5.12e-008;-0.0011027753 
5.13e-008;0.00087352097 
5.14e-008;0.00087352097 
5.15e-008;0.00087352097 
5.16e-008;0.00087352097 
5.17e-008;0.00087352097 
5.18e-008;-0.0011027753 
5.19e-008;-0.0011027753 
5.2e-008;-0.0011027753 
5.21e-008;-0.0011027753 
5.22e-008;-0.0011027753 
5.23e-008;-0.0011027753 
5.24e-008;-0.0011027753 
5.25e-008;-0.0011027753 
5.26e-008;-0.0011027753 
5.27e-008;0.00087352097 
5.28e-008;-0.0011027753 
5.29e-008;-0.0011027753 
5.3e-008;-0.0011027753 
5.31e-008;-0.0011027753 
5.32e-008;-0.0011027753 
5.33e-008;-0.0011027753 
5.34e-008;-0.0011027753 
5.35e-008;-0.0011027753 
5.36e-008;-0.0011027753 
5.37e-008;-0.0011027753 
5.38e-008;0.00087352097 
5.39e-008;-0.0011027753 
5.4e-008;-0.0011027753 
5.41e-008;-0.0011027753 
5.42e-008;-0.0011027753 
5.43e-008;-0.0011027753 
5.44e-008;-0.0011027753 
5.45e-008;-0.0011027753 
5.46e-008;-0.0011027753 
5.47e-008;-0.0011027753 
5.48e-008;0.00087352097 
5.49e-008;0.00087352097 
5.5e-008;0.00087352097 
5.51e-008;0.00087352097 
5.52e-008;-0.0011027753 
5.53e-008;-0.0011027753 
5.54e-008;-0.0011027753 
